COUNTY,Class,Enrollment,Gender,School Category,Year,County (Centroids)
Homa Bay       ,Class 4,2594,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Isiolo         ,Class 4,534,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Kajiado        ,Class 4,3049,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Kakamega       ,Class 4,2716,Girls,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kericho        ,Class 4,2778,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kiambu         ,Class 4,6776,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kilifi         ,Class 4,2657,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kirinyaga      ,Class 4,2151,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kisii          ,Class 4,3317,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kisumu         ,Class 4,1840,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kitui          ,Class 4,1152,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kwale          ,Class 4,871,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Laikipia       ,Class 4,1052,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Lamu           ,Class 4,207,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Machakos       ,Class 4,1736,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Makueni        ,Class 4,794,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Mandera        ,Class 4,614,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Marsabit       ,Class 4,731,Girls,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Meru           ,Class 4,3918,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Migori         ,Class 4,2518,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Mombasa        ,Class 4,4879,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Muranga        ,Class 4,1672,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Nairobi        ,Class 4,19969,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Nakuru         ,Class 4,4669,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nandi          ,Class 4,1637,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Narok          ,Class 4,1477,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nyamira        ,Class 4,1616,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Nyandarua      ,Class 4,1592,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyeri          ,Class 4,1910,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Samburu        ,Class 4,169,Girls,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Siaya          ,Class 4,737,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Taita Taveta   ,Class 4,424,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Tana River     ,Class 4,171,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Tharaka-Nithi  ,Class 4,665,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Trans Nzoia    ,Class 4,2191,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Turkana        ,Class 4,2842,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Uasin Gishu    ,Class 4,1932,Girls,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Vihiga         ,Class 4,630,Girls,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Wajir          ,Class 4,466,Girls,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
West Pokot     ,Class 4,250,Girls,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
Wajir          ,Class 5,431,Girls,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
Vihiga         ,Class 5,618,Girls,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Uasin Gishu    ,Class 5,1800,Girls,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Turkana        ,Class 5,2010,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Trans Nzoia    ,Class 5,2071,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Tharaka-Nithi  ,Class 5,614,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Tana River     ,Class 5,185,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Taita Taveta   ,Class 5,351,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Siaya          ,Class 5,559,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Samburu        ,Class 5,163,Girls,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Nyeri          ,Class 5,2099,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Nyandarua      ,Class 5,1561,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyamira        ,Class 5,1548,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Narok          ,Class 5,1346,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nandi          ,Class 5,1571,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Nakuru         ,Class 5,4578,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nairobi        ,Class 5,17902,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Muranga        ,Class 5,1701,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Mombasa        ,Class 5,4572,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Migori         ,Class 5,2497,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Meru           ,Class 5,3500,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Marsabit       ,Class 5,562,Girls,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Mandera        ,Class 5,471,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Makueni        ,Class 5,942,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Machakos       ,Class 5,1773,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Lamu           ,Class 5,204,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Laikipia       ,Class 5,993,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Kwale          ,Class 5,851,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Kitui          ,Class 5,1273,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kisumu         ,Class 5,1579,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kisii          ,Class 5,3012,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kirinyaga      ,Class 5,2104,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kilifi         ,Class 5,2490,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kiambu         ,Class 5,6252,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kericho        ,Class 5,2688,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kakamega       ,Class 5,2585,Girls,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kajiado        ,Class 5,2660,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Isiolo         ,Class 5,496,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Homa Bay       ,Class 5,2337,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Garissa        ,Class 5,2302,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Embu           ,Class 5,1022,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Elgeyo Marakwet,Class 5,701,Girls,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Busia          ,Class 5,962,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Bungoma        ,Class 5,2467,Girls,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Bomet          ,Class 5,2142,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
Baringo        ,Class 5,1010,Girls,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
West Pokot     ,Class 5,9294,Boys,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Wajir          ,Class 5,3881,Boys,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
Vihiga         ,Class 5,10431,Boys,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Uasin Gishu    ,Class 5,10933,Boys,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Turkana        ,Class 5,9014,Boys,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Trans Nzoia    ,Class 5,13342,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Tharaka-Nithi  ,Class 5,6101,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Tana River     ,Class 5,2922,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Taita Taveta   ,Class 5,4149,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Siaya          ,Class 5,16069,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Samburu        ,Class 5,2951,Boys,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Nyeri          ,Class 5,7731,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Nyandarua      ,Class 5,8781,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyamira        ,Class 5,8521,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Narok          ,Class 5,15036,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nandi          ,Class 5,13141,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Nakuru         ,Class 5,23264,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nairobi        ,Class 5,12486,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Muranga        ,Class 5,12052,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Mombasa        ,Class 5,4359,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Migori         ,Class 5,17672,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Meru           ,Class 5,17082,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Marsabit       ,Class 5,3017,Boys,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Mandera        ,Class 5,6167,Boys,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Makueni        ,Class 5,18001,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Machakos       ,Class 5,17166,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Lamu           ,Class 5,1536,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Laikipia       ,Class 5,5223,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Kwale          ,Class 5,10310,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Kitui          ,Class 5,21152,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kisumu         ,Class 5,14927,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kisii          ,Class 5,17358,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kirinyaga      ,Class 5,5727,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5247462962, 37.3198681093)"
Kilifi         ,Class 5,17410,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.1757320132, 39.6866875507)"
Kiambu         ,Class 5,15016,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.068706066, 36.8235642579) "
Kericho        ,Class 5,11762,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.295732906, 35.3140700086) "
Kakamega       ,Class 5,33236,Boys,Public School,12/31/2014 12:00:00 AM,"(0.403683464, 34.744511153)   "
Kajiado        ,Class 5,7765,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1213835779, 36.908842193) "
Isiolo         ,Class 5,1711,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0104430775, 38.5421531206) "
Homa Bay       ,Class 5,19383,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5428093942, 34.3589968687)"
Garissa        ,Class 5,3522,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4889103448, 40.1992785378)"
Embu           ,Class 5,7012,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6039743776, 37.6265013265)"
Elgeyo Marakwet,Class 5,6788,Boys,Public School,12/31/2014 12:00:00 AM,"(0.8022188109, 35.5365631474) "
Busia          ,Class 5,15342,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3874436775, 34.1936314884) "
Bungoma        ,Class 5,31536,Boys,Public School,12/31/2014 12:00:00 AM,"(0.7492852396, 34.6404608756) "
Bomet          ,Class 5,12372,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7262945834, 35.2985975867)"
Baringo        ,Class 5,8324,Boys,Public School,12/31/2014 12:00:00 AM,"(0.6692519803, 35.9464653527) "
West Pokot     ,Class 5,8970,Girls,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Wajir          ,Class 5,2380,Girls,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
Vihiga         ,Class 5,10970,Girls,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Uasin Gishu    ,Class 5,11117,Girls,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Turkana        ,Class 5,6492,Girls,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Trans Nzoia    ,Class 5,13620,Girls,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Tharaka-Nithi  ,Class 5,6240,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Tana River     ,Class 5,2759,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Taita Taveta   ,Class 5,3937,Girls,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Siaya          ,Class 5,16183,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Samburu        ,Class 5,2316,Girls,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Nyeri          ,Class 5,7040,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Nyandarua      ,Class 5,8386,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyamira        ,Class 5,8490,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Narok          ,Class 5,14219,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nandi          ,Class 5,13515,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Nakuru         ,Class 5,22907,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nairobi        ,Class 5,12873,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Muranga        ,Class 5,11682,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Mombasa        ,Class 5,4374,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Migori         ,Class 5,17657,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Meru           ,Class 5,17958,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Marsabit       ,Class 5,2831,Girls,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Mandera        ,Class 5,3361,Girls,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Makueni        ,Class 5,17193,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Machakos       ,Class 5,16358,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Lamu           ,Class 5,1558,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Laikipia       ,Class 5,5275,Girls,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Kwale          ,Class 5,10253,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Kitui          ,Class 5,20672,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kisumu         ,Class 5,15484,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kisii          ,Class 5,18112,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kirinyaga      ,Class 5,5772,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.5247462962, 37.3198681093)"
Kilifi         ,Class 5,17910,Girls,Public School,12/31/2014 12:00:00 AM,"(-3.1757320132, 39.6866875507)"
Kiambu         ,Class 5,14615,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.068706066, 36.8235642579) "
Kericho        ,Class 5,12036,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.295732906, 35.3140700086) "
Kakamega       ,Class 5,34454,Girls,Public School,12/31/2014 12:00:00 AM,"(0.403683464, 34.744511153)   "
Kajiado        ,Class 5,7312,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.1213835779, 36.908842193) "
Isiolo         ,Class 5,1738,Girls,Public School,12/31/2014 12:00:00 AM,"(1.0104430775, 38.5421531206) "
Homa Bay       ,Class 5,18620,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.5428093942, 34.3589968687)"
Garissa        ,Class 5,2087,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.4889103448, 40.1992785378)"
Embu           ,Class 5,7020,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.6039743776, 37.6265013265)"
Elgeyo Marakwet,Class 5,6882,Girls,Public School,12/31/2014 12:00:00 AM,"(0.8022188109, 35.5365631474) "
Busia          ,Class 5,16188,Girls,Public School,12/31/2014 12:00:00 AM,"(0.3874436775, 34.1936314884) "
Bungoma        ,Class 5,31943,Girls,Public School,12/31/2014 12:00:00 AM,"(0.7492852396, 34.6404608756) "
Bomet          ,Class 5,12415,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.7262945834, 35.2985975867)"
Baringo        ,Class 5,1059,Boys,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
Bomet          ,Class 5,2135,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
Bungoma        ,Class 5,2340,Boys,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Busia          ,Class 5,1085,Boys,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Elgeyo Marakwet,Class 5,811,Boys,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Embu           ,Class 5,1072,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Garissa        ,Class 5,3917,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Homa Bay       ,Class 5,2329,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Isiolo         ,Class 5,454,Boys,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Kajiado        ,Class 5,2562,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Kakamega       ,Class 5,2626,Boys,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kericho        ,Class 5,2956,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kiambu         ,Class 5,6356,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kilifi         ,Class 5,2609,Boys,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kirinyaga      ,Class 5,1990,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kisii          ,Class 5,3259,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kisumu         ,Class 5,1543,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kitui          ,Class 5,1313,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kwale          ,Class 5,870,Boys,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Laikipia       ,Class 5,1031,Boys,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Lamu           ,Class 5,168,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Machakos       ,Class 5,1789,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Makueni        ,Class 5,983,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Mandera        ,Class 5,666,Boys,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Marsabit       ,Class 5,640,Boys,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Meru           ,Class 5,3468,Boys,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Migori         ,Class 5,2533,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Mombasa        ,Class 5,4648,Boys,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Muranga        ,Class 5,1687,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Nairobi        ,Class 5,17620,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Nakuru         ,Class 5,4846,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nandi          ,Class 5,1647,Boys,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Narok          ,Class 5,1367,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nyamira        ,Class 5,1399,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Nyandarua      ,Class 5,1688,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyeri          ,Class 5,2184,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Samburu        ,Class 5,168,Boys,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Siaya          ,Class 5,544,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Taita Taveta   ,Class 5,359,Boys,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Tana River     ,Class 5,170,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Tharaka-Nithi  ,Class 5,532,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Trans Nzoia    ,Class 5,1974,Boys,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Turkana        ,Class 5,2961,Boys,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Uasin Gishu    ,Class 5,1836,Boys,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Vihiga         ,Class 5,585,Boys,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Wajir          ,Class 5,456,Boys,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
West Pokot     ,Class 5,255,Boys,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
Baringo        ,Class 5,8178,Girls,Public School,12/31/2014 12:00:00 AM,"(0.6692519803, 35.9464653527) "
West Pokot     ,Class 5,256,Girls,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
West Pokot     ,Class 6,8082,Girls,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Bomet          ,Class 6,2091,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
Bungoma        ,Class 6,2329,Boys,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Busia          ,Class 6,895,Boys,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Elgeyo Marakwet,Class 6,830,Boys,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Embu           ,Class 6,990,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Garissa        ,Class 6,3810,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Homa Bay       ,Class 6,2072,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Isiolo         ,Class 6,474,Boys,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Kajiado        ,Class 6,2225,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
